"","ACK_ID","PLAN_YEAR_BEGIN_DATE","PLAN_YEAR_END_DATE","PLAN_NAME","PLAN_EFFECTIVE_DATE","PLAN_TYPE","SPONSOR_NAME","SPONSOR_STATE","SPONSOR_EIN","BUSINESS_CODE","TOTAL_ACCBAL_PARTCP_BOY","TOTAL_ACCBAL_PARTCP_EOY","TOTAL_CONTRIB_PARTCP_BOY","TOTAL_CONTRIB_PARTCP_EOY","TOTAL_CONTRIB_EMPLR_BOY","TOTAL_CONTRIB_EMPLR_EOY","TOTAL_LOANS_BOY","TOTAL_LOANS_EOY","TOTAL_ASSETS_BOY","TOTAL_ASSETS_EOY","INDUSTRY_TITLE"
"2405","20241015093032NAL0014314275001","2023-01-01","2023-12-31","LINK-IN BENEFITS DEFINED CONTRIBUTION PLAN","2016-01-01","2E2F2G2J2K2S2T3D3H","LINK-IN BENEFITS, LLC","CT",474634098,624100,150,186,38845,301,22981,213,48550,53417,3292449,4645309,"Individual and family services"
"2406","20241015091904NAL0056759666001","2023-01-01","2023-12-31","ROHAN & HARPER, P. C. 401(K) PLAN","1990-10-01","2A2E2F2H2J2K2T3D2R","ROHAN & HARPER, P.C.","NY",161170103,541940,77,92,21840,25400,7520,10673,67409,79620,6663304,4295288,"Veterinary services"
"2407","20241015091910NAL0014299427001","2023-01-01","2023-12-31","FIRST SECURITY BANK 401(K) PROFIT SHARING PLAN","2008-01-01","2E2F2G2J2K2R2S2T3D","FIRST SECURITY BANK","MS",640322079,522110,262,286,17405,21273,245152,252496,616931,604761,17275930,20733389,"Commercial banking"
"2408","20241111080343NAL0009102659001","2023-01-01","2023-12-31","MBI ACQUISITION CORP. 401(K) PLAN","2000-01-01","2E2F2G2J2K2T3D3H","MBI ACQUISITION CORP.","AZ",860619227,621610,115,157,36887,83197,46828,41541,29877,15406,4458752,6007181,"Home health care services"
"2409","20241115152059NAL0001991378001","2023-01-01","2023-12-31","FOXCONN INDUSTRIAL INTERNET / PCE PARAGON SOLUTIONS 401(K)","2008-07-01","2E2F2G2J2K2T3D3H","PCE PARAGON SOLUTIONS USA, INC.","TX",680675408,541330,631,710,87152,122640,42926,57127,237447,413830,34832016,41322667,"Engineering services"
"2410","20241203152406NAL0001676259001","2023-01-01","2023-12-31","ADAMS AND ASSOCIATES 401(K) SAVINGS PLAN","1993-01-01","2E2F2G2J2K2T3D","ADAMS AND ASSOCIATES, INC.","NV",880263693,611000,1128,1425,20357,17667,8444,664444,377006,346403,27819912,32375020,"Educational services"
"2411","20241218134553NAL0005719152001","2023-01-01","2023-12-31","BBP SALES, LLC 401(K) PLAN","2007-01-01","2E2F2G2J2K3D","BBP SALES, LLC","LA",460760814,453990,107,119,65784,111568,82504,127458,96639,90332,11953508,15500920,"All other miscellaneous store retailers"
"2412","20241218140711NAL0003766465001","2023-01-01","2023-12-31","BONE & JOINT CLINIC PROFIT SHARING PLAN AND TRUST","1967-01-01","2A2E2F2G2J2K2R3H","BONE & JOINT CLINIC OF B.R., INC.","LA",721111762,621111,239,274,32458,117392,207211,295061,138980,123344,14961844,18947222,"Offices of physicians (except mental health specialists)"
"2413","20241219133301NAL0004959969001","2023-01-01","2023-12-31","CYPRESS 401(K) PLAN","1992-10-01","2E2F2G2J2K3D","LEE FP, INC. DBA CYPRESS LIVING","FL",650184989,551112,557,629,51338,49440,31856,48805,300151,377255,9227521,11428551,"Offices of other holding companies"
"2414","20241224133133NAL0005424627001","2023-01-01","2023-12-31","T&W TIRE 401(K) PROFIT SHARING PLAN","1971-09-01","2E2F2G2J2K2T3D","T & W TIRE COMPANY","OK",731290906,423100,420,456,35772,38650,10430,16286,672618,731837,20685766,23039422,"Motor vehicle and motor vehicle parts and supplies merchant wholesalers"
"2415","20241210103409NAL0016223696001","2023-01-01","2023-12-31","GRIFFIN FORD, INC. 401(K) PLAN","1994-01-01","2S2E3D2G2J2K2F2T","GRIFFIN FORD, INC.","WI",390974537,441110,226,238,5112,5185,920,977,93416,98385,15095427,15815634,"New car dealers"
"2416","20241211164044NAL0013325905001","2023-01-01","2023-12-31","VACATION INTERNATIONALE, INC. 401(K) PLAN","2004-07-01","2E2F2G2J2K2S2T3D","VACATION INTERNATIONALE, INC.","WA",911600565,531310,219,229,23330,24404,6188,6469,85465,86812,8054566,9915364,"Real estate property managers"
"2417","20241021132409NAL0002489824001","2023-01-01","2023-12-31","STELLAR 401(K) PLAN","1988-07-01","2E2F2G2J2K2T3D3H","STELLAR GROUP, INCORPORATED","FL",592545827,236200,612,600,238275,258177,122655,128332,738796,1042942,60429315,68720871,"Nonresidential building construction"
"2418","20241107080342NAL0011163521001","2023-01-01","2023-12-31","HIGHVIEW HEALTHCARE PARTNERS 401(K) PLAN","2008-01-01","2E2F2G2J2K2T3D3H","HIGHVIEW HEALTHCARE PARTNERS, LLC","NY",204798712,561300,131,208,741,222,391152,564614,91848,64534,2466447,4394744,"Employment services"
"2419","20241114143737NAL0020434529001","2023-01-01","2023-12-31","DOCUFREE CORPORATION 401(K) PLAN","2001-01-01","2E2F2G2J2K2T3D","DOCUFREE CORPORATION","GA",582483016,518210,77,128,10092,36582,6261,18633,138510,144290,3365406,5248346,"Computing infrastructure providers, data processing, web hosting, and related services"
"2420","20241114150228NAL0011325315001","2023-01-01","2023-12-31","BULKMATIC 401(K) RETIREMENT SAVINGS PLAN","1983-01-01","2E2F2G2J2K2S2T3D3H","BULKMATIC TRANSPORT COMPANY","IN",362589105,484120,1022,964,56459,62367,17292,15064,835410,846543,31758613,37362054,"General freight trucking, long-distance"
"2421","20250108120530NAL0017855792001","2023-01-01","2023-12-31","MISSOURI CARDIOVASCULAR SPECIALISTS, LLP 401(K) PROFIT SHARING PLAN","1991-01-01","2A2E2F2G2J2K2R2S2T3B3D","MISSOURI CARDIOVASCULAR SPECIALISTS, LLP","MO",431566193,621111,127,136,6805,20303,657113,671409,176520,192706,40131845,44031914,"Offices of physicians (except mental health specialists)"
"2422","20241013103408NAL0012390275001","2023-01-01","2023-12-31","HERTZ INVESTMENT GROUP, INC. 401(K) PROFIT SHARING PLAN AND T","2001-01-01","2E2F2G2J2K2T3D3H","HERTZ INVESTMENT GROUP, INC.","CA",954627972,531120,300,291,35855,42687,195264,17889,194261,253826,14204589,14928525,"Lessors of nonresidential buildings (except miniwarehouses)"
"2423","20241013103414NAL0012390371001","2023-01-01","2023-12-31","THRIVE TOGETHER, LLC 401(K) PROFIT SHARING PLAN","1993-01-01","2E2F2G2J2K2T3D","SASNAK MANAGEMENT CORPORATION","KS",480851041,541600,346,374,4519,5847,276213,405909,45192,83859,9340977,12490982,"Management, scientific, and technical consulting services"
"2424","20241013103524NAL0014006755001","2023-01-01","2023-12-31","CENTRAL BANCOMPANY TAX REDUCTION THRIFT 401(K) PLAN","1985-10-31","2A2E2F2G2J2K2S2T3D3H","CENTRAL BANCOMPANY","MO",430959114,551111,4032,4108,449797,510931,2928017,2796346,2629655,3075131,295556334,351739850,"Offices of bank holding companies"
"2425","20241013103732NAL0012391411001","2023-01-01","2023-12-31","TOURNEAU/BUCHERER 401(K) PLAN","1995-01-01","2E2F2G2J2K2S2T3D","TOURNEAU LLC","NY",208540199,448310,663,735,55172,117251,28748,59441,349826,457999,24097680,30279124,"Jewelry stores"
"2426","20241013172713NAL0026065185001","2023-01-01","2023-12-31","SIKA CORPORATION 401(K) SAVINGS PLAN","1975-01-01","2E2F2G2J2K2T3D","SIKA CORPORATION","NJ",221594831,325500,2521,2601,356980,413965,849688,762192,4700754,5075802,313540238,368100141,"Paint, coating, and adhesive manufacturing"
"2427","20241014075101NAL0012985587001","2023-01-01","2023-12-31","HAUG PARTNERS LLP 401(K) PLAN","1998-01-01","2A2E2F2G2J2K2R2T3B3D","HAUG PARTNERS LLP","NY",133963911,541110,190,202,537766,518310,871756,941459,229844,171229,44711605,52682574,"Offices of lawyers"
"2428","20241013230858NAL0014371827001","2023-01-01","2023-12-31","SANTA CRUZ MEDICAL GROUP, INC. 401(K) PLAN","2016-01-01","2A2E2F2G2J2K2R2T3D","SANTA CRUZ MEDICAL GROUP, INC.","CA",300831235,621111,151,156,92356,93804,1226320,1510160,328644,329896,35076767,44111843,"Offices of physicians (except mental health specialists)"
"2429","20241014082135NAL0014641379001","2023-01-01","2023-12-31","UNILODE AVIATION SOLUTIONS 401(K) PLAN","2017-07-15","2A2E2F2G2J2K3D","UNILODE AVIATION SOLUTIONS","IL",223327834,532400,139,145,13884,16902,8788,10068,268901,371457,5664344,7076662,"Commercial and industrial machinery and equipment rental and leasing"
"2430","20241014083815NAL0025739489001","2023-01-01","2023-12-31","ACADEMY COLLECTIVE BARGAINING EMPLOYEE PLAN","2003-11-01","2E2F2G2J2K2S2T3D3H","ACADEMY BUS, LLC","NJ",223765142,485510,79,79,2448,2774,31897,31467,108801,129781,2383342,2567816,"Charter bus industry"
"2431","20241014083920NAL0013018531001","2023-01-01","2023-12-31","MAGNUM, LTD. 401(K) PLAN","1992-01-01","2E2F2G2J2K2S2T3D3H","MAGNUM, LTD.","ND",450346628,484120,1755,1838,143177,173197,62495,75011,531677,836319,27401158,35977460,"General freight trucking, long-distance"
"2432","20241014091847NAL0025806465001","2023-01-01","2023-12-31","LAKE SHORE SYSTEMS, INC. 401K PLAN","2016-10-01","2E2F2G2J2K2R2S2T3D","LAKE SHORE SYSTEMS, INC.","WI",813537960,333100,423,435,56909,57789,21783,23601,515805,572941,23228124,27134477,"Agriculture, construction, and mining machinery manufacturing"
"2433","20241014093703NAL0013069603001","2023-01-01","2023-12-31","SA SUPPORT SERVICES, INC. 401(K) PROFIT SHARING PLAN AND TRUST","2000-07-01","2E2F2G2J2K2T3D","SA SUPPORT SERVICES, INC.","MN",842001593,531310,220,241,32649,38911,49805,21286,76269,101634,7059975,9426364,"Real estate property managers"
"2434","20241014093706NAL0013069683001","2023-01-01","2023-12-31","DISCOUNT TIRE/AMERICA'S TIRE RETIREMENT PLAN","1980-01-01","2E2F2G2J2K2R2S2T3D3H","THE REINALT-THOMAS CORPORATION","AZ",381889682,441300,15158,17021,784590,1101500,10642623,13393900,30978847,35480446,994013475,1193350517,"Automotive parts, accessories, and tire retailers"
"2435","20241014093711NAL0013069779001","2023-01-01","2023-12-31","THE MARTZ GROUP 401(K) PLAN","1979-01-01","2E2F2G2J2K2S2T3D3H","FRANK MARTZ COACH COMPANY","PA",240654440,485210,131,137,5879,7060,3805,4677,104423,72908,4997228,5905149,"Interurban and rural bus transportation"
"2436","20241014090109NAL0043931680001","2023-01-01","2023-12-31","MCCAIN FOODS USA, INC. RETIREMENT PLAN","1991-01-01","2E2F2G2J2K2S2T","MCCAIN FOODS USA, INC.","IL",10338597,311400,6158,6342,275060,310150,351326,416367,9883696,11007569,562683260,655954087,"Fruit and vegetable preserving and specialty food manufacturing"
"2437","20241014090133NAL0026868977001","2023-01-01","2023-12-31","HOLLINGSWORTH & VOSE COMPANY (SALARIED) SAVINGS PLAN","1987-01-01","2E2F2G2J2K2S2T3D3H","HOLLINGSWORTH & VOSE COMPANY","MA",41446700,322100,844,825,38833,35385,65705,63907,1251569,1524441,96633850,109906116,"Pulp, paper, and paperboard mills"
"2438","20240920090817NAL0007218385001","2023-01-01","2023-12-31","DIVERSUS HEALTH, INC. 401(K) RETIREMENT PLAN","1988-08-01","2E2F2G2J2K2T3D","DIVERSUS HEALTH, INC.","FL",421600485,621330,504,524,49557,52809,27226,30711,138040,153010,20175983,22316358,"Offices of mental health practitioners (except physicians)"
"2439","20241028103517NAL0007654146001","2023-01-01","2023-12-31","HEALTHSTAR PHYSICIANS PC 401(K) RETIREMENT PLAN","2001-01-01","2E2G2J2K2R2T3D2F","HEALTHSTAR PHYSICIANS PC","TN",621612894,621111,482,528,17733,214,10919,311,304175,330044,40932493,48967380,"Offices of physicians (except mental health specialists)"
"2440","20240827111744NAL0010806881001","2023-01-01","2023-12-31","BENEVIS 401(K) RETIREMENT SAVINGS PLAN","2005-01-01","2E2F2G2J2K2S2T3D3H","NEW BENEVIS, INC","GA",201670242,541600,3113,2806,1244,35,12019,1116294,1275021,1353023,61593649,70700218,"Management, scientific, and technical consulting services"
"2441","20240829083133NAL0006317411001","2023-01-01","2023-12-31","DELANEY RADIOLOGISTS, P.A. 401(K) PROFIT-SHARING PLAN AND TRUST","1982-07-01","2E2F2G2J2K2R2T3D2A","DELANEY RADIOLOGISTS, P.A.","NC",561329038,621111,151,162,30074,938,1115528,1295642,53384,152668,37128360,40193545,"Offices of physicians (except mental health specialists)"
"2442","20240829110040NAL0013453041001","2023-01-01","2023-12-31","JS PRODUCTS, INC. 401(K) PLAN","2002-01-01","2F2G2J2K2T2E3D","JS PRODUCTS, INC.","NV",880222500,332210,119,111,18623,16618,5997,6153,107967,136693,5730328,6726627,"Cutlery and handtool manufacturing"
"2443","20240830130953NAL0007153715001","2023-01-01","2023-12-31","ARCOSA 401(K) PLAN","2018-11-01","2E2G2J2K2T3H","ARCOSA, INC.","TX",825339416,336510,4546,5110,463127,584786,441703,500412,8564636,10208628,204671941,257559794,"Railroad rolling stock manufacturing"
"2444","20241015035612NAL0015839091001","2023-01-01","2023-12-31","NEXT JUMP, INC. 401(K)","2006-01-15","2E3D2G2J2K2F2T","NEXT JUMP, INC.","NY",43461509,561490,130,118,5365,11463,3405,7807,38915,25571,10777071,11968797,"Other business support services"
"2445","20241015072942NAL0015941075001","2023-01-01","2023-12-31","INDEPENDENT TECHNOLOGIES, LLC 401(K) PROFIT SHARING PLAN","1992-01-01","2E2F2G2J2K2T3D","INDEPENDENT TECHNOLOGIES, LLC","NE",470685933,334200,109,107,10119,9030,5333,4822,88878,99655,5938564,7495503,"Communications equipment manufacturing"
"2446","20241015072953NAL0015941171001","2023-01-01","2023-12-31","HCR MANORCARE RETIREMENT SAVINGS 401(K) PLAN","1986-01-01","2E2F2G2J2K2S2T3F3H","PROMEDICA EMPLOYMENT SERVICES, LLC","OH",341903270,623000,27607,13999,1282510,83729,9979447,256366,11537704,6580844,837647523,751405335,"Nursing and residential care facilities"
"2447","20241015073048NAL0015941587001","2023-01-01","2023-12-31","MILLENNIUM CORPORATION 401(K) PLAN","2006-01-01","2A2E2F2G2J2K2T3D","MILLENNIUM CORPORATION","VA",50594773,541330,515,583,192846,222969,108178,121878,158831,248339,18239583,23811923,"Engineering services"
"2448","20241015073049NAL0055085186001","2023-01-01","2023-12-31","THARALDSON HOSPITALITY STAFFING, LLC 401K PLAN","2011-03-01","2E2F2G2J2K2T3D3H","THARALDSON HOSPITALITY STAFFING,","IL",274449856,721110,916,1088,45463,53323,1293622,1682313,237483,332936,10948647,15587631,"Hotels (except casino hotels) and motels"
"2449","20241015073144NAL0028934961001","2023-01-01","2023-12-31","ACCESS CLINICAL PARTNERS, LLC 401(K) PLAN","2013-01-01","2E2F2G2J2K2T3D","ACCESS CLINICAL PARTNERS, LLC","GA",352411513,621111,1120,1212,902,7638,521,10266,1041150,1406426,38661373,53623623,"Offices of physicians (except mental health specialists)"
"2450","20241015073155NAL0028935361001","2023-01-01","2023-12-31","KOCSIS BROS. MACHINE CO. EMPLOYEES' PROFIT SHARING & SAVI","1991-09-01","2E2F2G2J2K2S2T3D","KOCSIS BROTHERS MACHINE CO.","IL",362643939,333200,122,128,8050,11699,1050,487,62094,88612,6009266,7094021,"Industrial machinery manufacturing"
"2451","20241015073303NAL0048391264001","2023-01-01","2023-12-31","MANHATTAN WEST LLC 401(K) PLAN","2022-01-01","2E2F2G2J2K2T3D","MANHATTAN WEST LLC","NY",208690763,561490,237,279,218174,278956,83693,83482,308827,302182,39460027,53718344,"Other business support services"
"2452","20241015073320NAL0028938161001","2023-01-01","2023-12-31","EAC BARGAINING UNIT 401(K) PLAN","2001-01-01","2E2F2G2J2K2T3D3H","EXTRUDED ALUMINUM CORPORATION","MI",383622873,331310,103,97,1987,4912,815,731,87019,104284,1670277,2009719,"Alumina and aluminum production and processing"
"2453","20241015070212NAL0048352032001","2023-01-01","2023-12-31","DBM GLOBAL, INC. 401(K) PLAN","1978-07-01","2E2F2G2J2K2R2S2T3D3F3H","DBM GLOBAL INC.","AZ",861033353,238900,1886,2581,26000,47778,8212,37905,1750155,2931291,79750256,120367174,"Other specialty trade contractors"
"2454","20241015070557NAL0055050498001","2023-01-01","2023-12-31","VIRTUOSO, LTD 401(K) PROFIT SHARING PLAN","1984-02-29","2E2F2G2J2K2S2T3D","VIRTUOSO, LTD","TX",135670009,561500,309,363,59516,98034,561171,767915,7419,5722,29050284,35990139,"Travel arrangement and reservation services"
"2455","20241015074410NAL0048404816001","2023-01-01","2023-12-31","MARIPOSA COMMUNITY HEALTH CENTER, INC. 401(K) PROFIT SHARING PLAN AND TRUST","2001-01-01","2E2F2G2J2K2T3D","MARIPOSA COMMUNITY HEALTH CENTER, INC.","AZ",860524321,621112,371,410,36587,41579,24699,27896,802924,951795,16416967,20398926,"Offices of physicians, mental health specialists"
"2456","20241015081256NAL0015972931001","2023-01-01","2023-12-31","REED AUTOMOTIVE GROUP, INC. 401(K) RETIREMENT PLAN","1994-04-01","2E2F2G2J2K2T3D3H","REED AUTOMOTIVE GROUP, INC.","MO",680542082,441110,313,281,41287,18997,8641,3815,268974,408019,14941129,18950371,"New car dealers"
"2457","20241015081300NAL0014231987001","2023-01-01","2023-12-31","SILVI CONCRETE PRODUCTS, INC. 401(K) PLAN","1990-10-31","2E2F2G2J2K2S2T3D3H","CONSTRUCTURAL DYNAMICS INC TA SILVI CONCRETE PRODUCTS INC","PA",232286881,327400,517,579,76728,85156,21035,22084,671180,792002,26840128,33511823,"Lime and gypsum product manufacturing"
"2458","20241015081315NAL0015973379001","2023-01-01","2023-12-31","AUTOMANN, INC. 401(K) PROFIT SHARING PLAN & TRUST","2006-01-01","2E2F2G2J2K2T3D3H","AUTOMANN, INC.","NJ",223313040,423100,453,494,104950,123116,36080,39042,166607,244919,6084784,8571123,"Motor vehicle and motor vehicle parts and supplies merchant wholesalers"
"2459","20241015081322NAL0015973507001","2023-01-01","2023-12-31","MAVEN WAVE PARTNERS 401(K) PLAN","2010-01-01","2E2F2G2J2K2T3D3H","MAVEN WAVE PARTNERS","IL",262998308,541600,567,559,134012,133517,76464,73420,206330,369726,21904949,30221342,"Management, scientific, and technical consulting services"
"2460","20241015081343NAL0015973939001","2023-01-01","2023-12-31","NEWBASIS, LLC SAVINGS AND RETIREMENT PLAN AND TRUST 401(K) PLAN","1997-01-01","2E2F2G2J2K2T3D3H","NEWBASIS, LLC","CA",853626758,551112,130,131,3344,4769,17693,19298,36811,84225,2297194,2719262,"Offices of other holding companies"
"2461","20241015081441NAL0015974739001","2023-01-01","2023-12-31","HENRY 401(K) PLAN","2018-01-01","2E2F2G2J2K2T3D","HENRY RAC HOLDING CORP","WI",113337304,115210,310,397,25616,33961,9503,13376,92012,137201,3884260,6367239,"Support activities for animal production"
"2462","20241015090445NAL0047130368001","2023-01-01","2023-12-31","THE NEW YORK TIMES COMPANY PAYROLL INVESTMENT PLAN","1970-01-01","2E2F2G2K2T3F3H","THE NEW YORK TIMES COMPANY","NY",131102020,511110,460,416,9342,8816,934,882,141540,87506,22085230,24405221,"Newspaper publishers"
"2463","20241015090508NAL0048591136001","2023-01-01","2023-12-31","CANON BUSINESS PROCESS SERVICES RETIREMENT AND INVESTMENT PLAN","2003-01-01","2E2F2G2J2K2T3F3H","CANON BUSINESS PROCESS SERVICES, INC.","NY",133978583,423400,1924,1907,229055,241706,1135819,1114308,2399278,2462059,123873454,146233624,"Professional and commercial equipment and supplies merchant wholesalers"
"2464","20241015090524NAL0016027363001","2023-01-01","2023-12-31","GRANULES PHARMACEUTICALS 401(K) PLAN & TRUST","2015-01-01","2E3D2G2J2K2F2T","GRANULES PHARMACEUTICALS, INC.","VA",472137127,325410,171,211,26287,41733,132291,20645,85133,123723,3870799,5966722,"Pharmaceutical and medicine manufacturing"
"2465","20241018153443NAL0019260227001","2023-01-01","2023-12-31","NOVA MUD, INC. 401(K) PROFIT SHARING PLAN","2013-01-01","2E2F2G2J2K3D","NOVA MUD, INC.","NM",850377439,424990,102,104,21791,21455,8643,8743,94129,180167,6357545,6753695,"Other miscellaneous nondurable goods merchant wholesalers"
"2466","20241111102031NAL0009147731001","2023-01-01","2023-12-31","DEEP SOUTH EQUIPMENT COMPANY 401(K) SAVINGS PLAN","1992-01-01","2G2J2K3D2E2T2F","DEEP SOUTH EQUIPMENT COMPANY","LA",721167835,423800,409,367,18051,50052,400000,200000,90393,132668,5602166,6945859,"Machinery, equipment, and supplies merchant wholesalers"
"2467","20241111102130NAL0009148515001","2023-01-01","2023-12-31","COLUMBIA CARE SERVICES INC RETIREMENT PLAN","2003-12-01","2F2G2J2K2M2T3D","COLUMBIA CARE SERVICES INC","OR",810609831,624100,379,385,33116,279,30213,3829,180504,155465,8319177,10466006,"Individual and family services"
"2468","20241126214908NAL0013438914001","2023-01-01","2023-12-31","KOBRE & KIM LLP 401(K) PROFIT SHARING PLAN AND TRUST","2003-01-01","2G2J2K2T3B3D2E2F","KOBRE & KIM LLP","NY",364523512,541110,422,441,34167,123750,751922,846963,335362,379466,44568210,57128930,"Offices of lawyers"
"2469","20241126222017NAL0013253490001","2023-01-01","2023-12-31","DPR CONSTRUCTION RETIREMENT SAVINGS PLAN","1992-01-01","2E2F2G2J2K2R2S2T3D","DPR CONSTRUCTION","CA",270853429,238900,9180,10390,1039195,850194,19579813,21120513,10729554,13465156,659457127,887955765,"Other specialty trade contractors"
"2470","20241126050926NAL0003437475001","2023-01-01","2023-12-31","GRATON RESORT & CASINO 401(K) PLAN","2014-02-01","2E2F2G2J2K2T3D","GRATON ECONOMIC DEVELOPMENT AUTH","CA",460601203,721120,1827,1961,302210,584366,141788,231771,2614777,3200015,50141425,69201484,"Casino hotels"
"2471","20241203163822NAL0003124897001","2023-01-01","2023-12-31","COMFORT SYSTEMS USA, INC. 401(K) PLAN","1998-10-01","2E2F2G2J2K2R2S2T3D3H","COMFORT SYSTEMS USA, INC.","TX",760526487,236200,17620,19960,2180710,2296227,1387393,3208526,13058784,15921449,794257814,941247305,"Nonresidential building construction"
"2472","20241218145000NAL0005793248001","2023-01-01","2023-12-31","FETCH 401(K) PLAN","2022-12-01","2E2F2G2J2K2R2T3D3F","FETCH REWARDS, INC.","WI",822979008,541990,615,724,661561,238263,290307,111708,119561,171272,14351958,27201353,"All other professional, scientific, and technical services"
"2473","20241218145901NAL0008409794001","2023-01-01","2023-12-31","MESSNER REEVES LLP RETIREMENT SAVINGS PLAN","1998-01-01","2E2F2G2J2K2T3B3D","MESSNER REEVES LLP","CO",841303139,541110,180,206,54000,44807,130420,303089,149863,145954,10660446,13727530,"Offices of lawyers"
"2474","20241218150530NAL0005803984001","2023-01-01","2023-12-31","FAIRWAVE HOLDINGS 401K SAVINGS PLAN","2018-01-01","2A2E2F2G2J2K2S2T3B3D3F3H","FAIRWAVE HOLDINGS LLC","MO",850585050,722513,269,240,21414,164,16859,82,10456,32185,1130084,1916340,"Limited-service restaurants"
"2475","20241218152448NAL0002415715001","2023-01-01","2023-12-31","T.H. RYAN CARTAGE CO/L&D DRIVERS SERVICE 401(K) PLAN","2003-04-01","2A2E3D2G2J2K2F2T","T.H. RYAN CARTAGE CO.","IL",362096450,484110,115,109,3873,4111,83974,81826,96334,93234,3757271,3720293,"General freight trucking, local"
"2476","20241023185649NAL0003990017001","2023-01-01","2023-12-31","GOLDBELT 401(K) PLAN","2011-08-01","2E2F2G2J2K2T3D3H","GOLDBELT, INCORPORATED","AK",920045465,487000,1728,1848,177987,318651,95642,205808,719355,765217,53450988,68082933,"Scenic and sightseeing transportation"
"2477","20241023192135NAL0003990721001","2023-01-01","2023-12-31","NARDA-MITEQ 401(K) PLAN","2021-12-01","2E2F2G2J2K2S2T3D","NARDA HOLDINGS INC.","NY",871885097,551112,278,274,21023,38487,35196,23316,204986,333314,5142123,9599802,"Offices of other holding companies"
"2478","20241210110623NAL0015580560001","2023-01-01","2023-12-31","DSB TECHNOLOGIES, LLC SAVINGS AND RETIREMENT PLAN","2019-02-28","2F2G2J2K2S2T3B2E3D","DSB TECHNOLOGIES, LLC","WI",832144009,336300,348,424,44991,40580,13493,11851,239113,363898,15405531,18370152,"Motor vehicle parts manufacturing"
"2479","20241202151739NAL0001038723001","2023-01-01","2023-12-31","ROADCLIPPER ENTERPRISES INC. 401(K) PLAN","2014-01-01","2E2F2G2J2K2T3D","ROADCLIPPER ENTERPRISES INC.","TX",752356296,336210,107,141,7736,11588,6189,9592,23212,42683,2667456,4213767,"Motor vehicle body and trailer manufacturing"
"2480","20250106082125NAL0007831473001","2023-01-01","2023-12-31","EAST COAST ZOOLOGICAL SOCIETY OF FLORIDA, INC. 403(B) PLAN","2015-01-01","2G2J2K2M2L3D2E","EAST COAST ZOOLOGICAL SOCIETY OF FLORIDA, INC.","FL",592496749,712100,225,232,9721,9146,105999,214886,26608,22869,2001257,2568485,"Museums, historical sites, and similar institutions"
"2481","20241013140512NAL0025887089001","2023-01-01","2023-12-31","STEAD AUTOMOTIVE GROUP #1 401(K) PLAN","2007-04-01","2E3D2H2J2K2F2T","WALNUT CREEK FORD, INC.","CA",680193997,441110,323,346,8123,15191,19503,21282,419307,318598,18005538,20195377,"New car dealers"
"2482","20241013103942NAL0042128400001","2023-01-01","2023-12-31","PATHWAYS 401(K) PLAN","2019-01-01","2E2F2G2J2K2T3D3H","PATHWAYS HEALTH & COMMUNITY SUPP","VA",472525144,624100,2711,2710,110720,130097,5863,5958,1106150,1025388,36510800,47284216,"Individual and family services"
"2483","20241013233440NAL0014388595001","2023-01-01","2023-12-31","GOSSAMER BIO 401(K) PLAN","2018-01-01","2E2J2K2F2G3D2T","GOSSAMER BIO SERVICES, INC.","CA",824677292,541700,201,188,76914,55616,6332,2212,151759,248391,13717302,17408156,"Scientific research and development services"
"2484","20241014075327NAL0012987811001","2023-01-01","2023-12-31","DUPONT RETIREMENT SAVINGS PLAN","2019-06-01","2E2F2G2J2K2O2R2S2T3F3H","DUPONT DE NEMOURS, INC.","DE",811224539,339900,14680,13873,1724,2357621,52074,2520042,42740497,44431556,2963536374,3237107237,"Other miscellaneous manufacturing"
"2485","20241014071343NAL0014592787001","2023-01-01","2023-12-31","ROBERTSON CONSTRUCTION SERVICES, INC. 401(K) PLAN","1999-04-15","2A2E2J2K2F2G3D2T","ROBERTSON CONSTRUCTION SERVICES, INC.","OH",311502538,236200,204,196,27158,12088,134622,151697,114413,176101,7281319,9339099,"Nonresidential building construction"
"2486","20241014091913NAL0026891937001","2023-01-01","2023-12-31","BGDC DISTRIBUTION LLC 401(K) PLAN","2002-01-01","2E2F2G2J2K2S2T3D3H","BGDC DISTRIBUTION LLC","GA",880739972,493100,459,455,981,1304,460,33549,194740,256566,17169353,17893301,"Warehousing and storage"
"2487","20241014090206NAL0026869729001","2023-01-01","2023-12-31","SHIPCO TRANSPORT INC'S 401(K) PLAN","1991-07-01","2E2F2G2J2K2T3D","SHIPCO TRANSPORT INC","NJ",133468377,488510,418,434,61022,73057,31536,33765,582759,638091,27738839,33876673,"Freight transportation arrangement"
"2488","20241014090309NAL0013034659001","2023-01-01","2023-12-31","VIKING PLASTICS 401(K) PLAN & TRUST","1973-09-14","2E2F2G2J2K2T3B3D","VPI ACQUISITION CORP. D/B/A VIKING PLASTICS","PA",204960742,326100,186,179,11194,10249,3814,3771,205319,255152,11149292,12906992,"Plastics product manufacturing"
"2489","20240919152742NAL0006369105001","2023-01-01","2023-12-31","PACE SUPPLY CORP. 401(K) PLAN","2004-06-01","2E2F2G2J2K2T3D","PACE SUPPLY CORPORATION","CA",680335304,423700,976,1217,10,38394,10,19404,1506411,1697496,60585783,81103744,"Hardware, and plumbing and heating equipment and supplies merchant wholesalers"
