"","ACK_ID","PLAN_YEAR_BEGIN_DATE","PLAN_YEAR_END_DATE","PLAN_NAME","PLAN_EFFECTIVE_DATE","PLAN_TYPE","SPONSOR_NAME","SPONSOR_STATE","SPONSOR_EIN","BUSINESS_CODE","TOTAL_ACCBAL_PARTCP_BOY","TOTAL_ACCBAL_PARTCP_EOY","TOTAL_CONTRIB_PARTCP_BOY","TOTAL_CONTRIB_PARTCP_EOY","TOTAL_CONTRIB_EMPLR_BOY","TOTAL_CONTRIB_EMPLR_EOY","TOTAL_LOANS_BOY","TOTAL_LOANS_EOY","TOTAL_ASSETS_BOY","TOTAL_ASSETS_EOY","INDUSTRY_TITLE"
"1232","20240730090055NAL0013225075001","2023-01-01","2023-12-31","SAVINGS AND SUPPLEMENTAL RETIREMENT PLAN OF NOVANT HEALTH, INC.","1983-01-01","2E2F2G2J2K2R2S2T3F3H","NOVANT HEALTH, INC.","NC",561376950,622000,35076,43304,808479,917373,3994841,6047425,996450,802500,1275434210,1503623633,"Hospitals"
"1233","20240730204206NAL0012278563001","2023-01-01","2023-12-31","HUNTINGTON INGALLS INDUSTRIES SAVINGS PLAN","2011-03-31","2E2F2G2J2K2O2R2S3H","HUNTINGTON INGALLS INDUSTRIES, INC.","VA",900607005,336610,44037,44958,719599,604811,586148,343875,98627034,99034574,4700734310,5468325227,"Ship and boat building"
"1234","20240731134754NAL0021591777001","2023-01-01","2023-12-31","COMMODORE HOMES, LLC 401(K) RETIREMENT PLAN AND TRUST","2022-01-01","2E2F2G2J2K2A3D2S3H","COMMODORE HOMES, LLC","IN",863056430,339900,647,786,29943,30948,411448,447061,349738,298212,17175878,21110143,"Other miscellaneous manufacturing"
"1235","20240731120349NAL0014285475001","2023-01-01","2023-12-31","ENVISTA HOLDINGS CORPORATION SAVINGS PLAN","2019-12-18","2E2F2G2J2K2S2T3H2R","ENVISTA HOLDINGS CORPORATION","CA",832206728,339110,3737,3753,269884,291213,7139341,150467,6064342,6694093,450174276,522969935,"Medical equipment and supplies manufacturing"
"1236","20240724121614NAL0021590512001","2023-01-01","2023-12-31","INDEPENDENT HEALTH 401(K) RETIREMENT SAVINGS PLAN","1998-01-01","2E2F2G2J2K2S2T3D3H","INDEPENDENT HEALTH ASSOCIATION, INC.","NY",161080163,524140,1920,1926,429278,493797,164878,192778,2012840,2476062,173811202,213660205,"Direct life health medical insurance carriers"
"1237","20240725121445NAL0014425921001","2023-01-01","2023-12-31","FRANKLIN MINT FEDERAL CREDIT UNION 401(K)","1987-07-01","2E2F2G2J2K2T3H3D","FRANKLIN MINT FEDERAL CREDIT UNION","PA",232695702,522130,395,398,72676,79987,40038,44672,667937,799818,31366051,37512486,"Credit unions"
"1238","20240725092356NAL0009079971001","2023-01-01","2023-12-31","CERTIFIED FLOORING INSTALLATION 401(K) PLAN","2013-01-01","2E2F2G2J2K2T3D3H","CERTIFIED FLOORING INSTALLATION, IN C.","KY",352191900,541990,117,122,6144,7179,396,8920,20934,18827,931813,1401187,"All other professional, scientific, and technical services"
"1239","20240725094945NAL0022143152001","2023-01-01","2023-12-31","BRANDT HOLDINGS COMPANY 401(K) PLAN","1993-01-01","2E2F2G2J2K3D3H","BRANDT HOLDINGS COMPANY","ND",450428402,423100,1083,1211,164678,191698,83930,112627,628049,733399,82601695,99399824,"Motor vehicle and motor vehicle parts and supplies merchant wholesalers"
"1240","20240725095048NAL0014247153001","2023-01-01","2023-12-31","UNITUS COMMUNITY CREDIT UNION 401(K) PLAN","2004-09-01","2E2F2G2J2K2S2T3D","UNITUS COMMUNITY CREDIT UNION","OR",930243503,522130,406,411,47154,53619,348344,61067,442357,478404,36130776,45672122,"Credit unions"
"1241","20240726100606NAL0010086403001","2023-01-01","2023-12-31","CITIZENS BANK GROUP, INC. RETIREMENT SAVINGS PLAN","1991-01-01","2E2F2G2J2K2T3D3H","CITIZENS BANK GROUP INC.","MN",411704160,522110,123,116,17520,20383,7317,9965,43580,89777,7141423,8759255,"Commercial banking"
"1242","20240801185045NAL0024075169001","2023-01-01","2023-12-31","FOOTHILL FIRE PROTECTION 401K PLAN","2021-01-01","2A2E2F2G2J2K3D","FOOTHILL FIRE PROTECTION INC","CA",680451213,238900,184,175,10770,10009,6556,4645,258258,247363,5387126,6387662,"Other specialty trade contractors"
"1243","20240801142602NAL0023796209001","2023-01-01","2023-12-31","KNAUF 401(K) PLAN FOR UNION EMPLOYEES","1998-01-01","2E2F2G2J2K2A2T3D","KNAUF INSULATION, INC.","IN",382560723,327900,520,510,38,13,50,16,1807062,2229642,40274581,44765131,"Other nonmetallic mineral product manufacturing"
"1244","20240821133330NAL0008541090001","2023-01-01","2023-12-31","PREMIER POWER MAINTENANCE CORPORATION PROFIT SHARING PLAN AND TRUST","1997-01-01","2A2E2F2G2J2K2S2T3D","PREMIER POWER MAINTENANCE CORPORATION","IN",351762965,238210,162,159,31423,67212,295588,16464,486356,544131,14378437,17511841,"Electrical and wiring contractors"
"1245","20240822163235NAL0005357841001","2023-01-01","2023-12-31","ADVANCION CORPORATION 401(K) AND PROFIT SHARING PLAN","2015-02-01","2E2F2G2J2K2S2T3D","ADVANCION CORPORATION","IL",363185557,325900,303,292,46198,43974,39124,37378,817945,1065227,23410188,29815345,"Other chemical product and preparation manufacturing"
"1246","20241011071430NAL0012245971001","2023-01-01","2023-12-31","KALITTA COMPANIES 401(K) SAVINGS PLAN","2011-01-01","2G2J2K3H2E2F3D2R","KALITTA AIR, LLC","MI",383512795,481000,3443,3825,626314,854351,719965,1266973,5425404,6232734,197259584,265070418,"Air transportation"
"1247","20241011084133NAL0021540145001","2023-01-01","2023-12-31","COMMONWEALTH EMERGENCY PHYSICIANS 401 (K) PLAN","2001-01-01","2E2F2G2J2K2T3D2A2S","COMMONWEALTH EMERGENCY","TX",311713993,621493,158,172,2305,1696,1748033,2027620,106544,83486,41692423,52848115,"Freestanding ambulatory surgical and emergency centers"
"1248","20241011102129NAL0022559601001","2023-01-01","2023-12-31","LUMANITY INC. 401(K) PLAN","2022-01-01","2E3D2G2J2K2F2T","LUMANITY INC.","PA",844706053,541700,580,603,154137,153661,51617,50707,197959,176309,34053866,43792223,"Scientific research and development services"
"1249","20241011102150NAL0022560273001","2023-01-01","2023-12-31","ALLEN FLAVORS, INC. 401(K) PROFIT SHARING PLAN","2002-01-01","2A2E2F2G2J2K2T3D","ALLEN FLAVORS, INC.","NJ",223130173,311900,240,265,58525,10722,167291,376925,164036,185318,13814420,17484618,"Other food manufacturing"
"1250","20241011102153NAL0021663313001","2023-01-01","2023-12-31","TIS INSURANCE SERVICES, INC. 401(K) PROFIT SHARING","1983-05-01","2E2F2G2J2K2R2S2T3D","TIS INSURANCE SERVICES, INC.","TN",620426847,524210,121,118,3855,21021,249220,265713,174921,161169,18023648,19455953,"Insurance agencies and brokerages"
"1251","20241011104205NAL0012381171001","2023-01-01","2023-12-31","JESCO, INC. SAVINGS AND INVESTMENT PLAN","1994-06-01","2E2F2G2J2K2T3D2A","JESCO, INC.","NJ",221979549,423300,270,271,358,-612,173752,175721,133076,245765,17775995,18796719,"Lumber and other construction materials merchant wholesalers"
"1252","20241011110533NAL0036737856001","2023-01-01","2023-12-31","TEXTAINER EQUIPMENT MANAGEMENT (U.S.) LIMITED 401(K) PROFIT SHARING PLAN","1989-01-01","2E2F2G2J2K2S2T3D3H","TEXTAINER EQUIPMENT MANAGEMENT U.S. LIMITED","CA",943060366,541600,118,112,18485,27389,2144,12166,163417,144501,30590843,35167778,"Management, scientific, and technical consulting services"
"1253","20241011123937NAL0038743312001","2023-01-01","2023-12-31","LUCAS, HORSFALL, MURPHY & PINDROH, LLP 401(K) PLAN","1991-01-01","2A2E2F2J2K2R2T3B3D3H2G","LUCAS, HORSFALL, MURPHY & PINDROH, LLP","CA",954659692,541211,140,161,26002,37766,828643,1001066,210634,215701,20992651,26437647,"Offices of certified public accountants"
"1254","20241011123938NAL0012490419001","2023-01-01","2023-12-31","AKIN GUMP STRAUSS HAUER & FELD LLP SECTION 401(K) PROFIT SHARING PLAN","1976-01-01","2E2F2H2J2K2R2S2T3B","AKIN GUMP STRAUSS HAUER & FELD LLP","TX",751338644,541110,2721,2652,162828,53714,15433464,17067077,2588160,2540946,666335067,768123672,"Offices of lawyers"
"1255","20241011123939NAL0012490467001","2023-01-01","2023-12-31","LAZ KARP ASSOCIATES, LLC 401(K) PLAN","2001-01-01","2E2F2G2J2K2T3D","LAZ KARP ASSOCIATES, LLC","CT",261164708,812930,2227,2488,303222,358688,86844,103370,1548264,1757752,55388792,72581668,"Parking lots and garages"
"1256","20241011124018NAL0036926064001","2023-01-01","2023-12-31","MCE CORPORATION 401(K) PLAN","1991-06-01","2E2F2G2J2K2T3D","MCE CORPORATION","CA",952395310,237310,115,109,3732,4394,905,921,143960,164475,5399948,6159524,"Highway, street, and bridge construction"
"1257","20241011124100NAL0038745888001","2023-01-01","2023-12-31","COMMONWEALTH PRIMARY CARE, INC. 401(K) PROFIT SHARING PLAN AND TRUST","1979-07-01","2E2J2K2G3D2F","COMMONWEALTH PRIMARY CARE, INC.","VA",540965697,621111,260,272,23312,24489,1010433,998893,166461,164685,33280456,38677622,"Offices of physicians (except mental health specialists)"
"1258","20241011130135NAL0012507523001","2023-01-01","2023-12-31","ITILITY, LLC SAFE HARBOR 401(K) PLAN","2010-01-01","2E3D2G2J2K2F2T","ITILITY, LLC","VA",320021933,541600,188,209,58633,53595,18985,19423,56521,64104,6196036,8481487,"Management, scientific, and technical consulting services"
"1259","20241011130201NAL0012508371001","2023-01-01","2023-12-31","SOMIC AMERICA, INC. 401(K) PLAN","2010-01-01","2F2G2J2K2T2E3D2R","SOMIC AMERICA, INC.","ME",270424674,336300,638,638,59006,68082,36975,41010,700416,784157,16918442,20764542,"Motor vehicle parts manufacturing"
"1260","20241011130202NAL0012508387001","2023-01-01","2023-12-31","HOWRY RESIDENTIAL SERVICES 401(K) PLAN","2003-02-01","2E2F2G2J2K2S2T3D","HOWRY RESIDENTIAL SERVICES, INC.","MN",411954167,624100,205,189,11061,10928,2532,5266,135871,122119,2019114,2616840,"Individual and family services"
"1261","20241011143809NAL0022941329001","2023-01-01","2023-12-31","FCN, INC. 401(K) PLAN","2006-11-01","2E2F2G2J2K2T3D","FCN, INC.","MD",521729765,443142,127,138,500,21521,107773,8698,249053,253678,16227225,21976304,"Electronics stores"
"1262","20241011143844NAL0012607299001","2023-01-01","2023-12-31","STUARTCO 401(K) PROFIT SHARING PLAN","1991-04-01","2E2F2G2J2K2T3D","STUARTCO","MN",411766226,531310,249,210,26304,27942,9829,7073,171842,169860,8100452,9768990,"Real estate property managers"
"1263","20241011141859NAL0037178640001","2023-01-01","2023-12-31","DECHERT LLP SALARY SAVINGS PLAN","1984-07-01","2E2F2G2J2K2T3B3F","DECHERT LLP","PA",231425587,541110,1829,1846,978820,1177030,77527,72911,1417150,1465951,324858732,387037221,"Offices of lawyers"
"1264","20241011141913NAL0011013971001","2023-01-01","2023-12-31","NEW ENGLAND INPATIENT SPECIALISTS, LLC EMPLOYEES SAVINGS TRUST","2007-01-01","2E3D2G2J2K2F2T","NEW ENGLAND INPATIENT SPECIALISTS, LLC","MA",743154007,621111,113,115,30333,46571,16579,24155,27712,41369,10823119,13329588,"Offices of physicians (except mental health specialists)"
"1265","20241011162226NAL0012751795001","2023-01-01","2023-12-31","MOHAWK INDUSTRIES RETIREMENT PLAN 2","2002-01-01","2E2F2G2J2K2S2T3H","MOHAWK CARPET, LLC","GA",582185429,314000,9201,8846,1002670,1239422,384785,472713,10596476,11458561,767129021,846176279,"Textile product mills"
"1266","20241011145436NAL0039100528001","2023-01-01","2023-12-31","ORBIS 401(K) RETIREMENT PLAN","2006-02-01","2E2F2G2J2K2S2T3D","ORBIS SIBRO, INC.","SC",571109339,541330,350,439,94343,119607,39026,49579,351707,355233,16850021,25041134,"Engineering services"
"1267","20241011145449NAL0012635987001","2023-01-01","2023-12-31","PROSPECT MEDICAL RETIREMENT SAVINGS PLAN A","1997-03-01","2E2F2G2J2K2S2T3D3H","PROSPECT MEDICAL HOLDINGS, INC.","CA",330564370,621111,13072,12315,428862,485468,3182,55291,4220167,4824823,447897810,514533415,"Offices of physicians (except mental health specialists)"
"1268","20241011145459NAL0044104562001","2023-01-01","2023-12-31","COMFORT SYSTEMS OF VIRGINIA, INC. 401(K) PLAN","2009-12-30","2E2F2G2J2K2T3D3H","COMFORT SYSTEMS OF VIRGINIA, INC.","VA",161760140,238220,231,244,7203,9899,7707,18241,190253,355802,6066517,9265554,"Plumbing and hvac contractors"
"1269","20241011145543NAL0044738130001","2023-01-01","2023-12-31","MODERN WELDING COMPANY 401(K) SAVINGS PLAN","1997-01-01","2E3D2G2J2K2F2T","MODERN WELDING COMPANY, INC.","KY",611229111,331200,410,415,22259,24808,11138,12561,417986,347880,27407839,32059480,"Steel product manufacturing from purchased steel"
"1270","20241011155134NAL0044363170001","2023-01-01","2023-12-31","DERMCARE MANAGEMENT, LLC 401(K) PLAN","2018-01-01","2E2F2G2J2K2S2T3D","DERMCARE MANAGEMENT, LLC","FL",813540312,621111,953,1254,324,54,250515,213635,20885,6690,12661693,21582547,"Offices of physicians (except mental health specialists)"
"1271","20241011181813NAL0011267091001","2023-01-01","2023-12-31","ARTS & LETTERS CREATIVE CO. , LLC 401(K) PLAN","2018-01-01","2E2F2G2J2K2T3D","ARTS & LETTERS CREATIVE CO., LLC","VA",814372691,541800,163,152,53078,53948,23609,23443,28050,31101,5907626,8709766,"Advertising, public relations, and related services"
"1272","20241011181858NAL0023404257001","2023-01-01","2023-12-31","WOMEN'S HEALTHCARE ASSOCIATES, LLC 401(K) AND PROFIT SHARING PLAN","2000-04-01","2A2E2F2G2J2K2S2T3D","WOMEN'S HEALTHCARE ASSOCIATES, LLC","OR",931271596,621111,689,753,83,37,1492168,2868977,352696,317727,73693923,86085186,"Offices of physicians (except mental health specialists)"
"1273","20241011181947NAL0023405089001","2023-01-01","2023-12-31","ABCAM BOSTON 401(K) PLAN","2006-05-15","2E2J2K2F2G3D3H","ABCAM, INC.","MA",61682607,325410,811,825,203189,87561,267225,195014,141327,56905,35277270,40779995,"Pharmaceutical and medicine manufacturing"
"1274","20240728055255NAL0011569219001","2023-01-01","2023-12-31","OCTAPHARMA USA, INC. RETIREMENT 401(K) PLAN","2004-10-04","2E2F2G2J2K2T3D3H","OCTAPHARMA USA, INC.","NJ",753113527,424210,140,153,54491,73865,162886,188489,238371,317655,17340453,23116233,"Drugs and druggists' sundries merchant wholesalers"
"1275","20240729101740NAL0019219073001","2023-01-01","2023-12-31","ESCO EMPLOYEE SAVINGS INVESTMENT PLAN","1990-10-01","2E2F2G2J2K2S2T3H","ESCO TECHNOLOGIES INC.","MO",431554045,335900,3403,3605,76536,651,34429,440,4570211,4603815,389069827,448132490,"Other electrical equipment and component manufacturing"
"1276","20240729160632NAL0041594146001","2023-01-01","2023-12-31","THE HOLT RETIREMENT PLAN","1999-08-01","2E2F2G2J2K2S2T3D3H","HOLT OF CALIFORNIA","CA",680421094,423800,910,957,52,21931,4813338,5087488,1110105,1334533,103091548,123617947,"Machinery, equipment, and supplies merchant wholesalers"
"1277","20240731084121NAL0012536467001","2023-01-01","2023-12-31","BANDO USA, INC. 401(K) PLAN","1989-01-01","2E2F2G2J2K2S2T3D","BANDO USA, INC.","KY",521704945,326200,102,95,13914,14364,3840,3889,240696,200099,7735061,8096486,"Rubber product manufacturing"
"1278","20240724051538NAL0007924835001","2023-01-01","2023-12-31","CLINICAL SUPPLIES MANAGEMENT HOLDINGS, INC. 401(K) PLAN","2006-01-01","2E2F2G2J2K2T3D3H","CLINICAL SUPPLIES MANAGEMENT","PA",814016259,812990,138,154,22415,27085,4861,14467,39266,30278,3313861,4819819,"All other personal services"
"1279","20240724051641NAL0007924899001","2023-01-01","2023-12-31","HENKE SASS WOLF OF AMERICA, INC. 401(K) RETIREMENT PLAN","1997-01-01","2E2F2G2J2K2S2T3D3H","HENKE SASS WOLF OF AMERICA, INC.","MA",43127665,339110,218,204,11435,24739,3474,8943,96337,151609,4418428,5717035,"Medical equipment and supplies manufacturing"
"1280","20240724051843NAL0007210115001","2023-01-01","2023-12-31","WOODBINE MFG CO. RETIREMENT PLAN","2006-01-01","2E2F2G2J2K2S2T3D","WOODBINE MFG DBA TOMMY GATE CO","AZ",420930347,333900,191,204,11484,14080,19621,24933,249861,251735,13418553,15092840,"Other general purpose machinery manufacturing"
"1281","20240724052005NAL0007925107001","2023-01-01","2023-12-31","ADVANCE ENGINEERING COMPANY RETIREMENT SAVINGS PLAN","2004-08-09","2E2F2G2J2K2S2T3D","ADVANCE ENGINEERING COMPANY","MI",300265502,331200,109,108,1768,4123,662,650,65383,53027,4246482,4724816,"Steel product manufacturing from purchased steel"
"1282","20240724154743NAL0012952145001","2023-01-01","2023-12-31","MOD-PAC CORP. PROFIT SHARING/401(K) PLAN","2003-03-14","2E2F2G2J2K","MOD-PAC CORP.","NY",384099339,323100,362,427,12856,14684,5601,6979,347962,465048,26395583,29369692,"Printing and related support activities"
"1283","20240725154634NAL0014815425001","2023-01-01","2023-12-31","PORTLAND SPECIALTY BAKING, LLC 401(K) PLAN","2009-01-01","2E2F2G2J2K2T3D","PORTLAND SPECIALTY BAKING, LLC","OR",352221306,311800,116,80,2929,3243,2443,2659,139731,126942,1948669,2382224,"Bakeries and tortilla manufacturing"
"1284","20240726120510NAL0015923857001","2023-01-01","2023-12-31","AMERICA VOTES 401(K) PLAN","2005-08-15","2E2F2G2J2K2S2T3D","AMERICA VOTES, INC.","DC",264568349,813930,138,150,34997,29912,23451,18199,22050,14986,4961513,6656771,"Labor unions and similar labor organizations"
"1285","20240726123813NAL0010207507001","2023-01-01","2023-12-31","SONOCO RETIREMENT & SAVINGS PLAN","1983-01-01","2E2F2G2J2K2R2S2T","SONOCO PRODUCTS COMPANY","SC",570248420,322100,12946,14687,550057,755785,1026815,1824894,28343084,38198696,1214442524,1560739492,"Pulp, paper, and paperboard mills"
"1286","20240726145653NAL0016207009001","2023-01-01","2023-12-31","IROQUOIS INDUSTRIAL GROUP LLC 401(K) PROFIT SHARING PLAN & TRUST","1983-01-01","2E2F2G2J2K2S2T3H3D","IROQUOIS INDUSTRIAL GROUP LLC","IL",454035661,331200,488,551,21225,29474,3481,5032,107394,81887,4871169,6429870,"Steel product manufacturing from purchased steel"
"1287","20240726145716NAL0033387282001","2023-01-01","2023-12-31","INVESTMENT PLAN FOR EMPLOYEES OF PUGET SOUND ENERGY, INC.","1970-08-01","2E2F2G2J2K2S2T3F3H","PUGET SOUND ENERGY, INC.","WA",910374630,221100,4341,4482,1510853,1691464,8698732,10468026,9208733,10325476,1028290467,1206027160,"Electric power generation, transmission and distribution"
"1288","20240801120142NAL0049455970001","2023-01-01","2023-12-31","LEEGIN CREATIVE LEATHER PRODUCTS, LLC. 401(K) PROFIT SHARING PLAN","1995-07-15","2E2F2G2J2K2R2T3D","BRIGHTON COLLECTIBLES, LLC","CA",861148772,316990,346,321,23270,23495,292814,617004,578279,698435,36890423,42913660,"Other leather and allied product manufacturing"
"1289","20240801095812NAL0023551665001","2023-01-01","2023-12-31","P.A. LANDERS, INC. RETIREMENT SAVINGS PLAN","1987-12-01","2E2F2G2J2K2T3D3H","P.A. LANDERS, INC.","MA",42660795,237310,302,307,12340,15575,9329,5794,375701,395761,20718640,22170046,"Highway, street, and bridge construction"
"1290","20240821175643NAL0006644416001","2023-01-01","2023-12-31","AZUL HOSPITALITY 401K PLAN","2012-01-01","2E2F2G2J2K2T3D3H","AZUL HOSPITALITY, LLC","CA",823588795,721110,303,425,46814,24350,13346,68464,78573,191252,4070451,6345783,"Hotels (except casino hotels) and motels"
"1291","20241010172354NAL0041688354001","2023-01-01","2023-12-31","STRATEGIX MANAGEMENT LLC 401(K) PLAN","2017-12-22","2A2E2F2G2J2K2T","STRATEGIX MANAGEMENT LLC","DC",811479787,611000,351,453,18663,27110,11019,15223,26711,64586,1709366,3176258,"Educational services"
"1292","20241010194821NAL0021695777001","2023-01-01","2023-12-31","CAVA GROUP, INC. 401(K) PLAN","2016-01-01","2E2F2G2J2K2T3D3F3H","CAVA HOLDING COMPANY, A DELAWARE CORPORATION","DC",473426661,722513,943,969,68928,78681,7303,8706,137012,236509,10084169,14020900,"Limited-service restaurants"
"1293","20241010183257NAL0021613313001","2023-01-01","2023-12-31","FREMONT BANK EMPLOYEE STOCK OWNERSHIP AND 401(K) PLAN","1976-01-01","2E2F2G2I2J2K2P2Q2R2T3H3I","FREMONT BANCORPORATION","CA",941707113,522110,947,908,153,4098,61,1350957,1374121,1580309,172176060,188352911,"Commercial banking"
"1294","20241011085820NAL0022453185001","2023-01-01","2023-12-31","401(K) EMPLOYEE SAVINGS PLAN OF GUEST SERVICES, INC.","1958-03-29","2E2F2G2J2K2T3D","GUEST SERVICES, INC.","VA",530164700,722300,704,704,1089,880,-42000,620,480506,491947,31463196,34454506,"Special food services"
"1295","20241011085833NAL0022453569001","2023-01-01","2023-12-31","J. LEE MILLIGAN, INC. 401(K) PLAN","2003-01-01","2E2F2G2J2K2T3H3D","J. LEE MILLIGAN, INC.","TX",750971715,237310,162,152,7928,7278,3144,2843,633137,641238,9887405,10108032,"Highway, street, and bridge construction"
"1296","20241011095916NAL0010789667001","2023-01-01","2023-12-31","MILLER REFRIGERATION, INC. PROFIT SHARING PLAN","1990-03-01","2A2E2F2G2J2K2T3D3H","MILLER REFRIGERATION, INC.","MD",521504614,238220,122,148,72,161,11375,26454,48644,92742,8587920,9790637,"Plumbing and hvac contractors"
"1297","20241011093442NAL0038325568001","2023-01-01","2023-12-31","PARAGON HEALTH, P.C. PROFIT SHARING 401(K) PLAN","1997-08-01","2E2G2J2K2R3D2T","PARAGON HEALTH, P.C.","MI",383309299,621111,236,226,5653,653,1307439,973704,245984,189251,51425341,56779952,"Offices of physicians (except mental health specialists)"
"1298","20241011093457NAL0012332515001","2023-01-01","2023-12-31","ORCON INDUSTRIES CORP. 401(K) PLAN","1993-03-01","2G2J2K2S2T2E2F3D","ORCON INDUSTRIES CORP.","NY",161432943,322100,128,138,10449,14166,3583,4654,92643,118739,4677018,5479187,"Pulp, paper, and paperboard mills"
